Cost Center,Cust Loc,Brand,ZIP,Lat,Lon,Location,INV_DATE,Quarter,NET_SALE,Order Qty,Promo Cat,subcat_1,subcat_2
783,00005985 0783,Orkin,93727,36.753177,-119.69703,783 VISALIA                        ,3/17/2020,1,$56.00 ,7,Apparel,T-Shirt,All
783,00005985 0783,Orkin,93727,36.753177,-119.69703,783 VISALIA                        ,3/17/2020,1,$42.70 ,7,Apparel,T-Shirt,All
783,00005985 0783,Orkin,93727,36.753177,-119.69703,783 VISALIA                        ,3/17/2020,1,$48.80 ,8,Apparel,T-Shirt,All
783,00005985 0783,Orkin,93727,36.753177,-119.69703,783 VISALIA                        ,3/17/2020,1,$26.70 ,3,Apparel,T-Shirt,All
783,00005985 0783,Orkin,93727,36.753177,-119.69703,783 VISALIA                        ,3/17/2020,1,$17.80 ,2,Apparel,T-Shirt,All
457,00005985 0457,Orkin,23320,36.761698,-76.24511,457 CHESAPEAKE                     ,11/11/2020,4,$161.80 ,20,Apparel,Headwear,All
457,00005985 0457,Orkin,23320,36.761698,-76.24511,457 CHESAPEAKE                     ,8/14/2020,3,$58.20 ,5,Apparel,Headwear,All
457,00005985 0457,Orkin,23320,36.761698,-76.24511,457 CHESAPEAKE                     ,8/14/2020,3,$14.55 ,1,Apparel,Headwear,All
457,00005985 0457,Orkin,23320,36.761698,-76.24511,457 CHESAPEAKE                     ,2/13/2020,1,$58.48 ,1,Apparel,Outerwear,Mens
457,00005985 0457,Orkin,23320,36.761698,-76.24511,457 CHESAPEAKE                     ,2/10/2020,1,$58.48 ,1,Apparel,Outerwear,Mens
457,00005985 0457,Orkin,23320,36.761698,-76.24511,457 CHESAPEAKE                     ,2/10/2020,1,$42.70 ,1,Apparel,Outerwear,Mens
457,00005985 0457,Orkin,23320,36.761698,-76.24511,457 CHESAPEAKE                     ,2/10/2020,1,$164.00 ,20,Vehicle,,
457,00005985 0457,Orkin,23320,36.761698,-76.24511,457 CHESAPEAKE                     ,1/31/2020,1,$42.70 ,1,Apparel,Outerwear,Mens
457,00005985 0457,Orkin,23320,36.761698,-76.24511,457 CHESAPEAKE                     ,1/20/2020,1,$14.41 ,1,Drinkware,,
648,00005985 0648,Orkin,23452,36.839209,-76.09333,648 TIDEWATER COMMERCIAL           ,11/9/2020,4,$46.36 ,1,Apparel,Outerwear,Mens
648,00005985 0648,Orkin,23452,36.839209,-76.09333,648 TIDEWATER COMMERCIAL           ,10/24/2020,4,$50.80 ,1,Apparel,Outerwear,Mens
648,00005985 0648,Orkin,23452,36.839209,-76.09333,648 TIDEWATER COMMERCIAL           ,10/12/2020,4,$50.80 ,1,Apparel,Outerwear,Mens
648,00005985 0648,Orkin,23452,36.839209,-76.09333,648 TIDEWATER COMMERCIAL           ,10/12/2020,4,$63.71 ,1,Apparel,Outerwear,Mens
648,00005985 0648,Orkin,23452,36.839209,-76.09333,648 TIDEWATER COMMERCIAL           ,9/30/2020,3,$21.41 ,1,Apparel,Tie,Mens
648,00005985 0648,Orkin,23452,36.839209,-76.09333,648 TIDEWATER COMMERCIAL           ,9/30/2020,3,$20.96 ,1,Apparel,Tie,Mens
648,00005985 0648,Orkin,23452,36.839209,-76.09333,648 TIDEWATER COMMERCIAL           ,5/6/2020,2,$21.86 ,1,Apparel,Tie,Mens
648,00005985 0648,Orkin,23452,36.839209,-76.09333,648 TIDEWATER COMMERCIAL           ,5/6/2020,2,$21.86 ,1,Apparel,Tie,Mens
648,00005985 0648,Orkin,23452,36.839209,-76.09333,648 TIDEWATER COMMERCIAL           ,4/15/2020,2,$116.96 ,2,Apparel,Outerwear,Mens
648,00005985 0648,Orkin,23452,36.839209,-76.09333,648 TIDEWATER COMMERCIAL           ,3/16/2020,1,$12.00 ,25,Office,,
648,00005985 0648,Orkin,23452,36.839209,-76.09333,648 TIDEWATER COMMERCIAL           ,1/8/2020,1,$36.00 ,75,Office,,
453,00005985 0453,Orkin,23455,36.889797,-76.1426,453 PORTSMOUTH                     ,11/11/2020,4,$137.53 ,17,Apparel,Headwear,All
453,00005985 0453,Orkin,23455,36.889797,-76.1426,453 PORTSMOUTH                     ,10/19/2020,4,$32.72 ,1,Office,,
453,00005985 0453,Orkin,23455,36.889797,-76.1426,453 PORTSMOUTH                     ,10/19/2020,4,$20.96 ,1,Apparel,Tie,Mens
453,00005985 0453,Orkin,23455,36.889797,-76.1426,453 PORTSMOUTH                     ,10/19/2020,4,$7.70 ,10,Office,,
453,00005985 0453,Orkin,23455,36.889797,-76.1426,453 PORTSMOUTH                     ,10/19/2020,4,$7.32 ,6,Office,,
453,00005985 0453,Orkin,23455,36.889797,-76.1426,453 PORTSMOUTH                     ,9/17/2020,3,$241.50 ,25,Apparel,Headwear,All
453,00005985 0453,Orkin,23455,36.889797,-76.1426,453 PORTSMOUTH                     ,4/6/2020,2,$81.00 ,4,Tradeshow,,
453,00005985 0453,Orkin,23455,36.889797,-76.1426,453 PORTSMOUTH                     ,1/31/2020,1,$10.20 ,1,Apparel,Headwear,All
453,00005985 0453,Orkin,23455,36.889797,-76.1426,453 PORTSMOUTH                     ,1/31/2020,1,$149.87 ,7,Apparel,Tie,Mens
453,00005985 0453,Orkin,23455,36.889797,-76.1426,453 PORTSMOUTH                     ,1/31/2020,1,$6.56 ,1,Apparel,Headwear,All
453,00005985 0453,Orkin,23455,36.889797,-76.1426,453 PORTSMOUTH                     ,1/30/2020,1,$123.00 ,15,Vehicle,,
453,00005985 0453,Orkin,23455,36.889797,-76.1426,453 PORTSMOUTH                     ,1/17/2020,1,$58.48 ,1,Apparel,Outerwear,Womens
453,00005985 0453,Orkin,23455,36.889797,-76.1426,453 PORTSMOUTH                     ,1/17/2020,1,$58.48 ,1,Apparel,Outerwear,Womens
453,00005985 0453,Orkin,23455,36.889797,-76.1426,453 PORTSMOUTH                     ,1/17/2020,1,$58.48 ,1,Apparel,Outerwear,Womens
917,00005985 0917,Orkin,63801,36.891163,-89.58355,FRANCHISE 917:  TSATL LLC          ,12/31/2020,4,$63.71 ,1,Apparel,Outerwear,Mens
917,00005985 0917,Orkin,63801,36.891163,-89.58355,FRANCHISE 917:  TSATL LLC          ,11/6/2020,4,$127.42 ,2,Apparel,Outerwear,Mens
917,00005985 0917,Orkin,63801,36.891163,-89.58355,FRANCHISE 917:  TSATL LLC          ,11/6/2020,4,$63.71 ,1,Apparel,Outerwear,Mens
917,00005985 0917,Orkin,63801,36.891163,-89.58355,FRANCHISE 917:  TSATL LLC          ,11/6/2020,4,$127.42 ,2,Apparel,Outerwear,Mens
917,00005985 0917,Orkin,63801,36.891163,-89.58355,FRANCHISE 917:  TSATL LLC          ,11/6/2020,4,$63.71 ,1,Apparel,Outerwear,Mens
917,00005985 0917,Orkin,63801,36.891163,-89.58355,FRANCHISE 917:  TSATL LLC          ,11/6/2020,4,$63.71 ,1,Apparel,Outerwear,Womens
917,00005985 0917,Orkin,63801,36.891163,-89.58355,FRANCHISE 917:  TSATL LLC          ,8/31/2020,3,$63.71 ,1,Apparel,Outerwear,Mens
917,00005985 0917,Orkin,63801,36.891163,-89.58355,FRANCHISE 917:  TSATL LLC          ,8/31/2020,3,$63.71 ,1,Apparel,Outerwear,Mens
917,00005985 0917,Orkin,63801,36.891163,-89.58355,FRANCHISE 917:  TSATL LLC          ,8/31/2020,3,$191.13 ,3,Apparel,Outerwear,Mens
917,00005985 0917,Orkin,63801,36.891163,-89.58355,FRANCHISE 917:  TSATL LLC          ,8/31/2020,3,$254.84 ,4,Apparel,Outerwear,Mens
,00000018 0927,Orkin Franchise,40701,36.942035,-84.10685,HELTACO INC (#927)                 ,3/31/2020,1,$39.36 ,6,Apparel,Headwear,All
,00000018 0927,Orkin Franchise,40701,36.942035,-84.10685,HELTACO INC (#927)                 ,3/31/2020,1,$37.67 ,1,Apparel,Outerwear,Womens
,00000018 0927,Orkin Franchise,40701,36.942035,-84.10685,HELTACO INC (#927)                 ,1/8/2020,1,$58.48 ,1,Apparel,Outerwear,Mens
,00000082 0987,Orkin Franchise,42103,36.969761,-86.38247,FR987 BOWLING GREEN KY TSALDDS LLC ,12/28/2020,4,$61.52 ,2,Drinkware,,
,00000082 0987,Orkin Franchise,42103,36.969761,-86.38247,FR987 BOWLING GREEN KY TSALDDS LLC ,5/6/2020,2,$16.42 ,1,Coolers,,
,00000082 0987,Orkin Franchise,42103,36.969761,-86.38247,FR987 BOWLING GREEN KY TSALDDS LLC ,5/6/2020,2,$10.50 ,15,Office,,
,00000082 0987,Orkin Franchise,42103,36.969761,-86.38247,FR987 BOWLING GREEN KY TSALDDS LLC ,5/6/2020,2,$17.40 ,1,Golf,,
,00000082 0987,Orkin Franchise,42103,36.969761,-86.38247,FR987 BOWLING GREEN KY TSALDDS LLC ,5/6/2020,2,$15.66 ,1,Tools,,
,00000082 0987,Orkin Franchise,42103,36.969761,-86.38247,FR987 BOWLING GREEN KY TSALDDS LLC ,5/6/2020,2,$30.76 ,1,Drinkware,,
,00000082 0987,Orkin Franchise,42103,36.969761,-86.38247,FR987 BOWLING GREEN KY TSALDDS LLC ,5/6/2020,2,$14.96 ,1,Tools,,
,00000082 0987,Orkin Franchise,42103,36.969761,-86.38247,FR987 BOWLING GREEN KY TSALDDS LLC ,5/6/2020,2,$18.75 ,1,Drinkware,,
,00000082 0987,Orkin Franchise,42103,36.969761,-86.38247,FR987 BOWLING GREEN KY TSALDDS LLC ,5/6/2020,2,$18.36 ,1,Umbrella,,
956,00005985 0956,Orkin,42003,37.044233,-88.59046,FRANCHISE 956: TSATL2              ,12/31/2020,4,$24.87 ,3,Apparel,Headwear,All
956,00005985 0956,Orkin,42003,37.044233,-88.59046,FRANCHISE 956: TSATL2              ,12/17/2020,4,$32.36 ,4,Apparel,Headwear,All
956,00005985 0956,Orkin,42003,37.044233,-88.59046,FRANCHISE 956: TSATL2              ,12/17/2020,4,$24.00 ,3,Apparel,Headwear,All
956,00005985 0956,Orkin,42003,37.044233,-88.59046,FRANCHISE 956: TSATL2              ,10/27/2020,4,$191.13 ,3,Apparel,Outerwear,Mens
956,00005985 0956,Orkin,42003,37.044233,-88.59046,FRANCHISE 956: TSATL2              ,10/27/2020,4,$63.71 ,1,Apparel,Outerwear,Mens
444,00005985 0444,Orkin,23606,37.078196,-76.49446,444 HAMPTON                        ,9/16/2020,3,$7.70 ,10,Office,,
444,00005985 0444,Orkin,23606,37.078196,-76.49446,444 HAMPTON                        ,9/16/2020,3,$20.50 ,10,tradeshow,,
444,00005985 0444,Orkin,23606,37.078196,-76.49446,444 HAMPTON                        ,9/16/2020,3,$15.50 ,10,Tech,,
444,00005985 0444,Orkin,23606,37.078196,-76.49446,444 HAMPTON                        ,9/16/2020,3,$59.50 ,10,Drinkware,,
444,00005985 0444,Orkin,23606,37.078196,-76.49446,444 HAMPTON                        ,6/19/2020,2,$37.50 ,2,Drinkware,,
444,00005985 0444,Orkin,23606,37.078196,-76.49446,444 HAMPTON                        ,2/26/2020,1,$31.95 ,5,Office,,
444,00005985 0444,Orkin,23606,37.078196,-76.49446,444 HAMPTON                        ,2/26/2020,1,$223.65 ,35,Office,,
444,00005985 0444,Orkin,23606,37.078196,-76.49446,444 HAMPTON                        ,2/26/2020,1,$48.80 ,40,Office,,
444,00005985 0444,Orkin,23606,37.078196,-76.49446,444 HAMPTON                        ,2/26/2020,1,$74.00 ,40,Tools,,
444,00005985 0444,Orkin,23606,37.078196,-76.49446,444 HAMPTON                        ,2/26/2020,1,$62.00 ,40,Tech,,
444,00005985 0444,Orkin,23606,37.078196,-76.49446,444 HAMPTON                        ,2/26/2020,1,$94.40 ,40,Office,,
444,00005985 0444,Orkin,23606,37.078196,-76.49446,444 HAMPTON                        ,2/10/2020,1,$58.48 ,1,Apparel,Outerwear,Womens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,10/10/2020,4,$19.20 ,1,Apparel,Headwear,All
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,10/5/2020,4,$125.76 ,6,Apparel,Tie,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,10/5/2020,4,$83.84 ,4,Apparel,Tie,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,9/27/2020,3,$116.40 ,10,Apparel,Headwear,All
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,9/27/2020,3,$70.16 ,1,Apparel,Fleece,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,9/27/2020,3,$70.16 ,1,Apparel,Fleece,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,9/27/2020,3,$116.40 ,10,Apparel,Headwear,All
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,6/26/2020,2,$31.59 ,1,Apparel,Fleece,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,6/19/2020,2,$38.12 ,1,Apparel,Polo,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,6/19/2020,2,$182.00 ,14,Apparel,Headwear,All
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,6/19/2020,2,$26.80 ,1,Apparel,Headwear,All
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,6/19/2020,2,$39.63 ,1,Apparel,Polo,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,6/19/2020,2,$38.12 ,1,Apparel,Polo,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,6/18/2020,2,$37.50 ,1,Apparel,Fleece,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,6/18/2020,2,$125.24 ,2,Apparel,Outerwear,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,6/18/2020,2,$38.12 ,1,Apparel,Polo,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,6/18/2020,2,$192.00 ,10,Apparel,Headwear,All
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,6/18/2020,2,$87.44 ,2,Apparel,Polo,Womens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,6/18/2020,2,$37.50 ,1,Apparel,Fleece,Womens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,6/18/2020,2,$105.96 ,1,Apparel,Outerwear,Womens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,6/18/2020,2,$64.09 ,1,Apparel,Outerwear,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,6/18/2020,2,$62.62 ,1,Apparel,Outerwear,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,6/18/2020,2,$125.24 ,2,Apparel,Outerwear,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,6/5/2020,2,$65.58 ,3,Apparel,Tie,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,6/5/2020,2,$41.92 ,2,Apparel,Tie,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,6/3/2020,2,$70.16 ,1,Apparel,Fleece,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,6/3/2020,2,$63.96 ,1,Apparel,Fleece,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,5/14/2020,2,$70.16 ,1,Apparel,Fleece,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,5/14/2020,2,$28.62 ,1,Apparel,Fleece,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,5/14/2020,2,$63.96 ,1,Apparel,Fleece,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,5/14/2020,2,$63.96 ,1,Apparel,Fleece,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,5/14/2020,2,$70.16 ,1,Apparel,Fleece,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,5/14/2020,2,$70.16 ,1,Apparel,Fleece,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,5/14/2020,2,$70.16 ,1,Apparel,Fleece,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,5/14/2020,2,$57.24 ,2,Apparel,Fleece,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,4/24/2020,2,$76.48 ,2,Apparel,Fleece,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,4/17/2020,2,$28.62 ,1,Apparel,Fleece,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,4/17/2020,2,$34.53 ,1,Apparel,Fleece,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,4/17/2020,2,$37.50 ,1,Apparel,Fleece,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,4/17/2020,2,$76.48 ,2,Apparel,Fleece,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,4/17/2020,2,$63.96 ,1,Apparel,Fleece,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,4/17/2020,2,$63.96 ,1,Apparel,Fleece,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,4/17/2020,2,$63.96 ,1,Apparel,Fleece,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,4/17/2020,2,$70.16 ,1,Apparel,Fleece,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,4/17/2020,2,$22.71 ,1,Apparel,Polo,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,4/17/2020,2,$65.51 ,1,Apparel,Fleece,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,4/17/2020,2,$70.16 ,1,Apparel,Fleece,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,4/17/2020,2,$37.50 ,1,Apparel,Fleece,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,4/17/2020,2,$30.10 ,1,Apparel,Fleece,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,4/17/2020,2,$34.53 ,1,Apparel,Fleece,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,4/16/2020,2,$71.72 ,1,Apparel,Pullover,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,4/16/2020,2,$116.96 ,2,Apparel,Outerwear,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,4/16/2020,2,$58.48 ,1,Apparel,Outerwear,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,4/16/2020,2,$116.96 ,2,Apparel,Outerwear,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,4/16/2020,2,$116.96 ,2,Apparel,Outerwear,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,3/31/2020,1,$12.39 ,1,Tech,,
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,3/19/2020,1,$419.20 ,20,Apparel,Tie,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,3/19/2020,1,$20.75 ,5,tradeshow,,
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,3/19/2020,1,$24.78 ,2,Tech,,
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,3/19/2020,1,$408.00 ,40,Apparel,Headwear,All
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,3/19/2020,1,$52.00 ,4,Bags,,
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,3/17/2020,1,$61.00 ,10,Apparel,T-Shirt,All
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,3/17/2020,1,$42.70 ,7,Apparel,T-Shirt,All
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,3/17/2020,1,$44.50 ,5,Apparel,T-Shirt,All
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,3/17/2020,1,$40.00 ,5,Apparel,T-Shirt,All
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,3/17/2020,1,$61.00 ,10,Apparel,T-Shirt,All
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,2/29/2020,1,$30.00 ,1,Apparel,Pullover,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,2/29/2020,1,$30.00 ,1,Apparel,Pullover,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,2/10/2020,1,$30.00 ,1,Apparel,Pullover,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,2/10/2020,1,$58.48 ,1,Apparel,Outerwear,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,1/31/2020,1,$0.00 ,1,Apparel,,
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,1/31/2020,1,$21.59 ,1,Apparel,Fleece,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,1/31/2020,1,$58.48 ,1,Apparel,Outerwear,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,1/31/2020,1,$116.96 ,2,Apparel,Outerwear,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,1/29/2020,1,$98.40 ,15,Apparel,Headwear,All
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,1/22/2020,1,$21.41 ,1,Apparel,Tie,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,1/22/2020,1,$16.34 ,1,Drinkware,,
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,1/22/2020,1,$16.92 ,1,Bags,,
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,1/22/2020,1,$21.86 ,1,Apparel,Tie,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,1/13/2020,1,$30.00 ,1,Apparel,Pullover,Mens
745,00005985 0745,Orkin,95119,37.232244,-121.79092,745 SAN JOSE SALES/SERVICE CTR     ,1/13/2020,1,$58.48 ,1,Apparel,Outerwear,Mens
816,00005985 0816,Orkin,65803,37.257053,-93.29015,816 SPRINGFIELD                    ,12/31/2020,4,$99.56 ,1,Apparel,Outerwear,Mens
816,00005985 0816,Orkin,65803,37.257053,-93.29015,816 SPRINGFIELD                    ,12/29/2020,4,$62.77 ,1,Bags,,
816,00005985 0816,Orkin,65803,37.257053,-93.29015,816 SPRINGFIELD                    ,12/28/2020,4,$115.28 ,8,Drinkware,,
816,00005985 0816,Orkin,65803,37.257053,-93.29015,816 SPRINGFIELD                    ,12/28/2020,4,$216.15 ,15,Drinkware,,
816,00005985 0816,Orkin,65803,37.257053,-93.29015,816 SPRINGFIELD                    ,12/28/2020,4,$28.82 ,2,Drinkware,,
816,00005985 0816,Orkin,65803,37.257053,-93.29015,816 SPRINGFIELD                    ,11/30/2020,4,$25.83 ,3,Drinkware,,
816,00005985 0816,Orkin,65803,37.257053,-93.29015,816 SPRINGFIELD                    ,11/30/2020,4,$11.90 ,2,Drinkware,,
816,00005985 0816,Orkin,65803,37.257053,-93.29015,816 SPRINGFIELD                    ,6/12/2020,2,$21.41 ,1,Apparel,Tie,Mens
816,00005985 0816,Orkin,65803,37.257053,-93.29015,816 SPRINGFIELD                    ,4/16/2020,2,$58.48 ,1,Apparel,Outerwear,Mens
816,00005985 0816,Orkin,65803,37.257053,-93.29015,816 SPRINGFIELD                    ,2/14/2020,1,$58.48 ,1,Apparel,Outerwear,Womens
816,00005985 0816,Orkin,65803,37.257053,-93.29015,816 SPRINGFIELD                    ,2/14/2020,1,$58.48 ,1,Apparel,Outerwear,Womens
816,00005985 0816,Orkin,65803,37.257053,-93.29015,816 SPRINGFIELD                    ,2/13/2020,1,$42.70 ,1,Apparel,Outerwear,Mens
816,00005985 0816,Orkin,65803,37.257053,-93.29015,816 SPRINGFIELD                    ,2/13/2020,1,$42.70 ,1,Apparel,Outerwear,Mens
816,00005985 0816,Orkin,65803,37.257053,-93.29015,816 SPRINGFIELD                    ,1/31/2020,1,$58.48 ,1,Apparel,Outerwear,Mens
816,00005985 0816,Orkin,65803,37.257053,-93.29015,816 SPRINGFIELD                    ,1/31/2020,1,$58.48 ,1,Apparel,Outerwear,Mens
493,00005985 0493,Orkin,95008,37.278843,-121.95446,493 BAY VALLEY PEST CONTROL        ,4/2/2020,2,$14.85 ,1,tradeshow,,
493,00005985 0493,Orkin,95008,37.278843,-121.95446,493 BAY VALLEY PEST CONTROL        ,3/23/2020,1,$105.00 ,6,Coolers,,
493,00005985 0493,Orkin,95008,37.278843,-121.95446,493 BAY VALLEY PEST CONTROL        ,3/23/2020,1,$157.50 ,9,Coolers,,
